Province,District,Crop,Area_Ha,Production_Mt,Yield_MtHa,Year_BS,Year_AD
SUDURPASHCHIM,BAJHANG,Buckwheat,16,16,1.0,2079/80,2022/23
SUDURPASHCHIM,BAJHANG,Barley,1440,2270,1.58,2079/80,2022/23
SUDURPASHCHIM,DARCHULA,Millet,1185,1185,1.0,2079/80,2022/23
SUDURPASHCHIM,DARCHULA,Buckwheat,12,10,0.86,2079/80,2022/23
SUDURPASHCHIM,DARCHULA,Barley,807,906,1.12,2079/80,2022/23
SUDURPASHCHIM,ACHHAM,Millet,3002,2762,0.92,2079/80,2022/23
SUDURPASHCHIM,ACHHAM,Buckwheat,10,7,0.71,2079/80,2022/23
SUDURPASHCHIM,ACHHAM,Barley,752,412,0.55,2079/80,2022/23
SUDURPASHCHIM,DOTI,Millet,3250,3938,1.21,2079/80,2022/23
SUDURPASHCHIM,DOTI,Buckwheat,8,6,0.75,2079/80,2022/23
SUDURPASHCHIM,DOTI,Barley,295,181,0.61,2079/80,2022/23
SUDURPASHCHIM,BAITADI,Millet,400,640,1.6,2079/80,2022/23
SUDURPASHCHIM,BAITADI,Buckwheat,18,13,0.72,2079/80,2022/23
SUDURPASHCHIM,BAITADI,Barley,700,420,0.6,2079/80,2022/23
SUDURPASHCHIM,DADELDHURA,Millet,320,568,1.77,2079/80,2022/23
SUDURPASHCHIM,DADELDHURA,Buckwheat,2,1,0.65,2079/80,2022/23
SUDURPASHCHIM,DADELDHURA,Barley,200,267,1.34,2079/80,2022/23
SUDURPASHCHIM,KAILALI,Millet,105,125,1.19,2079/80,2022/23
SUDURPASHCHIM,KAILALI,Barley,19,19,1.0,2079/80,2022/23
SUDURPASHCHIM,KAILALI,Barley,19,19,1.0,2079/80,2022/23
SUDURPASHCHIM,KANCHANPUR,Millet,2079/80,2022/23
SUDURPASHCHIM,KANCHANPUR,Barley,13,9,0.69,2079/80,2022/23
SUDURPASHCHIM,KANCHANPUR,Buckwheat,2079/80,2022/23
