Province,District,Crop,Area_Ha,Production_Mt,Yield_MtHa,Year_BS,Year_AD
SUDURPASHCHIM,BAJHANG,Millet,2735,2187,0.8,2076/77,2019/20
SUDURPASHCHIM,BAJHANG,Barley,3941,3097,0.79,2076/77,2019/20
SUDURPASHCHIM,BAJHANG,Buckwheat,6,7,1.19,2076/77,2019/20
SUDURPASHCHIM,DARCHULA,Millet,1254,1169,0.93,2076/77,2019/20
SUDURPASHCHIM,DARCHULA,Barley,1060,884,0.83,2076/77,2019/20
SUDURPASHCHIM,DARCHULA,Buckwheat,88,91,1.03,2076/77,2019/20
SUDURPASHCHIM,ACHHAM,Millet,3538,3649,1.03,2076/77,2019/20
SUDURPASHCHIM,ACHHAM,Barley,445,564,1.27,2076/77,2019/20
SUDURPASHCHIM,ACHHAM,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
SUDURPASHCHIM,DOTI,Millet,4575,5440,1.19,2076/77,2019/20
SUDURPASHCHIM,DOTI,Barley,191,189,0.99,2076/77,2019/20
SUDURPASHCHIM,DOTI,Buckwheat,12,11,0.96,2076/77,2019/20
SUDURPASHCHIM,BAITADI,Millet,350,399,1.14,2076/77,2019/20
SUDURPASHCHIM,BAITADI,Barley,885,620,0.70,2076/77,2019/20
SUDURPASHCHIM,BAITADI,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
SUDURPASHCHIM,DADELDHURA,Millet,269,338,1.26,2076/77,2019/20
SUDURPASHCHIM,DADELDHURA,Barley,174,240,1.37,2076/77,2019/20
SUDURPASHCHIM,DADELDHURA,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
SUDURPASHCHIM,KAILALI,Millet,352,398,1.13,2076/77,2019/20
SUDURPASHCHIM,KAILALI,Barley,176,370,2.1,2076/77,2019/20
SUDURPASHCHIM,KAILALI,Buckwheat,22,27,1.22,2076/77,2019/20
SUDURPASHCHIM,KANCHANPUR,Millet,N/A,N/A,N/A,2076/77,2019/20
SUDURPASHCHIM,KANCHANPUR,Barley,8,12,1.5,2076/77,2019/20
SUDURPASHCHIM,KANCHANPUR,Buckwheat,N/A,N/A,N/A,2076/77,2019/20
